"Month","Temperature"
8,33.5933776855469
8,33.089501953125
8,31.7322937011719
8,30.6530700683594
8,32.9451232910156
8,32.819482421875
8,28.8859497070313
8,29.6564575195313
8,29.8408447265625
8,29.6553588867188
8,31.2683959960938
8,27.0561767578125
8,28.1020141601563
8,28.5971008300781
8,29.5869995117188
8,30.212060546875
9,22.5446105957031
9,31.9463745117188
9,32.002587890625
9,31.8918701171875
9,32.7117858886719
9,28.4507995605469
9,22.20791015625
9,25.85439453125
9,27.2833190917969
9,30.6446472167969
9,29.4016967773438
9,27.683251953125
9,26.2932373046875
9,29.0842529296875
9,30.1762023925781
9,26.3701721191406
9,26.3564086914063
9,26.2384887695313
9,25.6442199707031
9,27.430810546875
9,26.2025390625
9,26.7025695800781
9,27.1172119140625
9,26.7934814453125
9,26.12294921875
10,16.5734497070313
10,27.019189453125
10,27.0766845703125
10,27.2033935546875
10,26.7594543457031
10,20.7686401367188
10,15.2566467285156
10,19.1030517578125
10,22.1082702636719
10,25.7519470214844
10,21.7971435546875
10,20.3736206054688
10,19.3108764648438
10,23.1839233398438
10,25.1953979492188
10,19.8691040039063
10,19.3878723144531
10,19.3922973632813
10,18.9169250488281
10,21.4114318847656
10,22.1715026855469
10,21.9986511230469
10,22.3421875
10,20.7987915039063
10,19.2697387695313
11,11.037255859375
11,22.4055419921875
11,22.4233032226563
11,23.1291442871094
11,22.2062316894531
11,14.1260925292969
11,9.6950622558594
11,13.1166320800781
11,17.4907775878906
11,21.7393127441406
11,15.3109375
11,14.3601318359375
11,13.6847778320313
11,18.0394226074219
11,20.6232543945313
11,14.7768188476563
11,13.8856140136719
11,13.8631530761719
11,13.3243041992188
11,16.515771484375
11,17.9563537597656
11,17.5265747070313
11,17.6769348144531
11,16.2256713867188
11,14.3413330078125
12,8.13015136718752
12,19.6172729492188
12,19.6527954101563
12,20.5208679199219
12,19.5560852050781
12,11.0776916503906
12,6.7018981933594
12,9.52190551757815
12,14.5087829589844
12,18.9907775878906
12,12.1932312011719
12,11.2622314453125
12,10.4916625976563
12,14.7029052734375
12,17.4271789550781
12,11.9550109863281
12,10.9612060546875
12,10.7999206542969
12,9.95504150390627
12,13.1697937011719
12,15.0242248535156
12,14.4974304199219
12,14.3965393066406
12,13.0266662597656
12,11.0776611328125
